County,Year,Gender,ADPtotrate,Felonyrate,Misdrate,Postdisprate,Predisprate,ADPtotal,Felony,Misd,Postdisp,Predisp,Population,Age
San Francis,2017,Male,177.43,115.54,66.02,123.79,53.64,43.0,28.0,16.0,30.0,13.0,24235,Juvenile
San Joaquin,2017,Male,221.67,240.32,8.29,99.44,122.23,107.0,116.0,4.0,48.0,59.0,48269,Juvenile
San Luis Ob,2017,Male,187.72,68.4,114.0,106.4,81.32,24.7,9.0,15.0,14.0,10.7,13158,Juvenile
San Mateo,2017,Male,185.23,130.75,46.31,92.61,92.61,68.0,48.0,17.0,34.0,34.0,36712,Juvenile
Santa Barba,2017,Male,354.37,106.74,256.17,239.09,115.28,83.0,25.0,60.0,56.0,27.0,23422,Juvenile
Santa Clara,2017,Male,126.27,108.78,34.0,54.39,71.88,130.0,112.0,35.0,56.0,74.0,102956,Juvenile
Santa Cruz,2017,Male,79.37,35.75,21.45,27.89,51.48,11.1,5.0,3.0,3.9,7.2,13985,Juvenile
Shasta,2017,Male,223.41,145.22,78.19,78.19,145.22,20.0,13.0,7.0,7.0,13.0,8952,Juvenile
Sierra,2017,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,Juvenile
Siskiyou,2017,Male,241.2,241.2,48.24,192.96,48.24,5.0,5.0,1.0,4.0,1.0,2073,Juvenile
Solano,2017,Male,144.26,111.29,28.85,65.95,78.31,35.0,27.0,7.0,16.0,19.0,24262,Juvenile
Sonoma,2017,Male,180.23,95.08,90.94,109.13,71.1,43.6,23.0,22.0,26.4,17.2,24191,Juvenile
Stanislaus,2017,Male,168.46,137.94,29.35,81.3,87.17,57.4,47.0,10.0,27.7,29.7,34073,Juvenile
Sutter,2017,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6051,Juvenile
Tehama,2017,Male,678.15,359.61,387.28,388.16,289.99,24.52,13.0,14.0,14.03,10.48,3615,Juvenile
Trinity,2017,Male,206.54,0.0,172.12,206.54,0.0,1.2,0.0,1.0,1.2,0.0,581,Juvenile
Tulare,2017,Male,302.42,255.17,42.03,172.77,129.66,100.74,85.0,14.0,57.55,43.19,33311,Juvenile
Tuolumne,2017,Male,137.3,0.0,228.83,0.0,137.3,3.0,0.0,5.0,0.0,3.0,2185,Juvenile
Ventura,2017,Male,137.61,89.75,72.65,80.13,57.48,64.4,42.0,34.0,37.5,26.9,46799,Juvenile
Yolo,2017,Male,120.51,50.25,8.37,113.22,7.29,14.39,6.0,1.0,13.52,0.87,11941,Juvenile
Yuba,2017,Male,735.64,574.24,102.54,384.33,351.31,35.87,28.0,5.0,18.74,17.13,4876,Juvenile
Alameda,2018,Male,80.03,65.35,11.1,36.99,43.03,64.9,53.0,9.0,30.0,34.9,81099,Juvenile
Alpine,2018,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,Juvenile
Amador,2018,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1449,Juvenile
Butte,2018,Male,170.65,161.67,8.98,134.72,35.93,19.0,18.0,1.0,15.0,4.0,11134,Juvenile
Calaveras,2018,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1918,Juvenile
Colusa,2018,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1531,Juvenile
Contra Cost,2018,Male,192.05,164.38,35.81,110.67,81.38,118.0,101.0,22.0,68.0,50.0,61443,Juvenile
Del Norte,2018,Male,592.15,296.08,296.08,222.06,370.1,8.0,4.0,4.0,3.0,5.0,1351,Juvenile
El Dorado,2018,Male,138.69,57.0,76.0,63.65,75.05,14.6,6.0,8.0,6.7,7.9,10527,Juvenile
Fresno,2018,Male,288.4,249.43,42.09,201.1,87.3,185.0,160.0,27.0,129.0,56.0,64147,Juvenile
Glenn,2018,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1750,Juvenile
Humboldt,2018,Male,194.89,61.19,107.08,0.46,194.43,12.74,4.0,7.0,0.03,12.71,6537,Juvenile
Imperial,2018,Male,180.2,145.87,42.9,42.9,137.29,21.0,17.0,5.0,5.0,16.0,11654,Juvenile
Inyo,2018,Male,31.52,0.0,0.0,0.0,31.52,0.29,0.0,0.0,0.0,0.29,920,Juvenile
Kern,2018,Male,344.64,200.51,149.1,267.18,77.46,201.1,117.0,87.0,155.9,45.2,58350,Juvenile
Kings,2018,Male,201.96,247.87,18.36,82.62,119.34,22.0,27.0,2.0,9.0,13.0,10893,Juvenile
Lake,2018,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3116,Juvenile
Lassen,2018,Male,167.64,83.82,83.82,83.82,83.82,2.0,1.0,1.0,1.0,1.0,1193,Juvenile
Los Angeles,2018,Male,135.76,103.18,30.78,88.82,46.93,714.45,543.0,162.0,467.45,247.0,526261,Juvenile
Madera,2018,Male,322.88,229.14,93.74,218.73,104.16,31.0,22.0,9.0,21.0,10.0,9601,Juvenile
Marin,2018,Male,85.24,36.33,0.0,46.51,38.73,11.73,5.0,0.0,6.4,5.33,13761,Juvenile
Mariposa,2018,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673,Juvenile
Mendocino,2018,Male,249.21,180.75,112.97,61.23,187.98,11.03,8.0,5.0,2.71,8.32,4426,Juvenile
Merced,2018,Male,189.61,165.24,36.15,110.5,79.11,36.72,32.0,7.0,21.4,15.32,19366,Juvenile
Modoc,2018,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462,Juvenile
Mono,2018,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707,Juvenile
Monterey,2018,Male,259.47,244.43,18.8,154.18,105.29,69.0,65.0,5.0,41.0,28.0,26593,Juvenile
Napa,2018,Male,109.77,68.61,27.44,27.44,82.33,8.0,5.0,2.0,2.0,6.0,7288,Juvenile
Nevada,2018,Male,74.98,74.98,0.0,24.99,49.99,3.0,3.0,0.0,1.0,2.0,4001,Juvenile
Orange,2018,Male,119.22,98.58,27.25,69.47,49.75,205.6,170.0,47.0,119.8,85.8,172456,Juvenile
Placer,2018,Male,69.1,50.07,15.02,48.12,20.98,13.8,10.0,3.0,9.61,4.19,19971,Juvenile
Plumas,2018,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732,Juvenile
Riverside,2018,Male,81.7,72.25,9.73,51.75,29.94,117.6,104.0,14.0,74.5,43.1,143949,Juvenile
Sacramento,2018,Male,122.27,82.3,44.67,19.99,102.28,104.0,70.0,38.0,17.0,87.0,85059,Juvenile
San Benito,2018,Male,103.62,28.7,57.41,53.67,49.94,3.61,1.0,2.0,1.87,1.74,3484,Juvenile
San Bernard,2018,Male,111.22,96.68,18.17,53.07,58.15,153.0,133.0,25.0,73.0,80.0,137567,Juvenile
San Diego,2018,Male,144.86,128.33,27.54,91.43,53.43,263.0,233.0,50.0,166.0,97.0,181560,Juvenile
San Francis,2018,Male,116.27,68.16,36.08,60.14,56.13,29.0,17.0,9.0,15.0,14.0,24943,Juvenile
San Joaquin,2018,Male,200.28,196.16,12.39,90.85,109.43,97.0,95.0,6.0,44.0,53.0,48431,Juvenile
San Luis Ob,2018,Male,161.29,91.73,76.44,94.02,67.27,21.1,12.0,10.0,12.3,8.8,13082,Juvenile
San Mateo,2018,Male,129.39,75.48,67.39,72.78,56.61,48.0,28.0,25.0,27.0,21.0,37097,Juvenile
Santa Barba,2018,Male,221.13,80.8,136.08,140.33,80.8,52.0,19.0,32.0,33.0,19.0,23516,Juvenile
Santa Clara,2018,Male,138.57,111.81,25.8,56.38,82.18,145.0,117.0,27.0,59.0,86.0,104644,Juvenile
Santa Cruz,2018,Male,104.48,78.18,21.32,10.66,93.82,14.7,11.0,3.0,1.5,13.2,14070,Juvenile
Shasta,2018,Male,258.95,180.14,67.55,157.62,101.33,23.0,16.0,6.0,14.0,9.0,8882,Juvenile
Sierra,2018,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,Juvenile
Siskiyou,2018,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2064,Juvenile
Solano,2018,Male,175.53,142.87,32.66,69.4,106.14,43.0,35.0,8.0,17.0,26.0,24497,Juvenile
Sonoma,2018,Male,157.29,84.34,75.9,88.13,69.16,37.3,20.0,18.0,20.9,16.4,23714,Juvenile
Stanislaus,2018,Male,219.57,172.73,49.77,103.05,116.52,75.0,59.0,17.0,35.2,39.8,34157,Juvenile
Sutter,2018,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6153,Juvenile
Tehama,2018,Male,323.76,300.79,218.76,60.98,262.78,11.84,11.0,8.0,2.23,9.61,3657,Juvenile
Trinity,2018,Male,189.66,0.0,172.41,189.66,0.0,1.1,0.0,1.0,1.1,0.0,580,Juvenile
Tulare,2018,Male,174.26,133.98,29.77,118.11,56.15,58.53,45.0,10.0,39.67,18.86,33588,Juvenile
Tuolumne,2018,Male,373.13,233.21,139.93,233.21,139.93,8.0,5.0,3.0,5.0,3.0,2144,Juvenile
Ventura,2018,Male,109.72,96.44,27.86,48.65,61.08,51.2,45.0,13.0,22.7,28.5,46663,Juvenile
Yolo,2018,Male,125.6,24.63,0.0,119.03,6.57,15.3,3.0,0.0,14.5,0.8,12182,Juvenile
Yuba,2018,Male,543.74,465.78,81.0,373.84,169.91,26.85,23.0,4.0,18.46,8.39,4938,Juvenile
Alameda,2019,Male,94.52,72.8,20.98,46.64,47.88,76.6,59.0,17.0,37.8,38.8,81039,Juvenile
Alpine,2019,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,Juvenile
Amador,2019,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1420,Juvenile
Butte,2019,Male,258.35,287.05,9.57,200.94,57.41,27.0,30.0,1.0,21.0,6.0,10451,Juvenile
Calaveras,2019,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1846,Juvenile
Colusa,2019,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1548,Juvenile
Contra Cost,2019,Male,178.09,148.41,26.38,115.43,62.66,108.0,90.0,16.0,70.0,38.0,60642,Juvenile
Del Norte,2019,Male,511.38,531.11,0.0,313.35,198.03,6.74,7.0,0.0,4.13,2.61,1318,Juvenile
El Dorado,2019,Male,104.67,96.02,19.2,41.29,63.38,10.9,10.0,2.0,4.3,6.6,10414,Juvenile
Fresno,2019,Male,203.39,177.0,40.37,124.21,79.18,131.0,114.0,26.0,80.0,51.0,64407,Juvenile
Glenn,2019,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1789,Juvenile
Humboldt,2019,Male,140.21,107.15,15.31,31.07,109.14,9.16,7.0,1.0,2.03,7.13,6533,Juvenile
Imperial,2019,Male,81.69,42.77,25.66,14.88,66.8,9.55,5.0,3.0,1.74,7.81,11691,Juvenile
Inyo,2019,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,941,Juvenile
Kern,2019,Male,304.18,194.26,120.99,253.57,50.61,178.5,114.0,71.0,148.8,29.7,58683,Juvenile
Kings,2019,Male,240.9,205.21,8.92,124.91,115.99,27.0,23.0,1.0,14.0,13.0,11208,Juvenile
Lake,2019,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3147,Juvenile
Lassen,2019,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150,Juvenile
Los Angeles,2019,Male,143.86,115.77,31.33,95.71,48.14,753.0,606.0,164.0,501.0,252.0,523430,Juvenile
Madera,2019,Male,253.08,147.63,105.45,158.18,94.91,24.0,14.0,10.0,15.0,9.0,9483,Juvenile
Marin,2019,Male,46.97,14.68,29.35,33.76,13.21,6.4,2.0,4.0,4.6,1.8,13627,Juvenile
Mariposa,2019,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651,Juvenile
Mendocino,2019,Male,249.83,113.56,136.27,90.85,158.98,11.0,5.0,6.0,4.0,7.0,4403,Juvenile
Merced,2019,Male,155.59,149.81,10.33,81.31,74.28,30.12,29.0,2.0,15.74,14.38,19358,Juvenile
Modoc,2019,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,Juvenile
Mono,2019,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702,Juvenile
Monterey,2019,Male,115.88,190.64,48.59,22.43,93.45,31.0,51.0,13.0,6.0,25.0,26752,Juvenile
Napa,2019,Male,139.9,55.96,97.93,97.93,41.97,10.0,4.0,7.0,7.0,3.0,7148,Juvenile
Nevada,2019,Male,226.61,127.45,127.45,56.59,170.02,8.89,5.0,5.0,2.22,6.67,3923,Juvenile
Orange,2019,Male,95.03,80.8,14.64,57.09,37.94,162.3,138.0,25.0,97.5,64.8,170793,Juvenile
Placer,2019,Male,64.01,46.05,20.47,30.85,33.15,12.51,9.0,4.0,6.03,6.48,19545,Juvenile
Plumas,2019,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744,Juvenile
Riverside,2019,Male,95.53,85.83,12.56,77.88,17.66,136.9,123.0,18.0,111.6,25.3,143300,Juvenile
Sacramento,2019,Male,118.71,82.28,39.96,21.16,97.56,101.0,70.0,34.0,18.0,83.0,85078,Juvenile
San Benito,2019,Male,168.03,175.64,0.0,31.03,137.0,5.74,6.0,0.0,1.06,4.68,3416,Juvenile
San Bernard,2019,Male,100.18,87.84,11.62,44.28,55.9,138.0,121.0,16.0,61.0,77.0,137747,Juvenile
San Diego,2019,Male,119.37,109.61,16.28,66.74,52.63,220.0,202.0,30.0,123.0,97.0,184298,Juvenile
San Francis,2019,Male,121.12,85.95,35.16,74.23,46.88,31.0,22.0,9.0,19.0,12.0,25595,Juvenile
San Joaquin,2019,Male,172.71,172.71,8.22,63.74,108.97,84.0,84.0,4.0,31.0,53.0,48637,Juvenile
San Luis Ob,2019,Male,153.99,108.33,38.69,109.88,44.11,19.9,14.0,5.0,14.2,5.7,12923,Juvenile
San Mateo,2019,Male,104.32,77.57,34.77,32.1,72.22,39.0,29.0,13.0,12.0,27.0,37385,Juvenile
Santa Barba,2019,Male,250.98,221.2,29.78,165.9,85.08,59.0,52.0,7.0,39.0,20.0,23508,Juvenile
Santa Clara,2019,Male,129.67,102.97,28.6,65.79,63.88,136.0,108.0,30.0,69.0,67.0,104885,Juvenile
Santa Cruz,2019,Male,88.03,63.38,35.21,28.17,59.86,12.5,9.0,5.0,4.0,8.5,14199,Juvenile
Shasta,2019,Male,274.16,205.62,68.54,102.81,171.35,24.0,18.0,6.0,9.0,15.0,8754,Juvenile
Sierra,2019,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,Juvenile
Siskiyou,2019,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2104,Juvenile
Solano,2019,Male,99.18,73.5,20.42,51.78,47.41,24.29,18.0,5.0,12.68,11.61,24490,Juvenile
Sonoma,2019,Male,160.16,47.49,107.93,85.48,74.68,37.1,11.0,25.0,19.8,17.3,23164,Juvenile
Stanislaus,2019,Male,172.85,143.56,23.44,79.1,93.75,59.0,49.0,8.0,27.0,32.0,34133,Juvenile
Sutter,2019,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6159,Juvenile
Tehama,2019,Male,318.37,27.21,136.05,187.76,130.61,11.7,1.0,5.0,6.9,4.8,3675,Juvenile
Trinity,2019,Male,173.01,0.0,0.0,173.01,0.0,1.0,0.0,0.0,1.0,0.0,578,Juvenile
Tulare,2019,Male,164.95,150.92,17.76,84.37,80.58,55.74,51.0,6.0,28.51,27.23,33793,Juvenile
Tuolumne,2019,Male,628.32,386.66,193.33,579.99,48.33,13.0,8.0,4.0,12.0,1.0,2069,Juvenile
Ventura,2019,Male,125.23,84.5,49.83,75.18,50.05,57.8,39.0,23.0,34.7,23.1,46154,Juvenile
Yolo,2019,Male,59.55,89.73,8.16,8.97,50.58,7.3,11.0,1.0,1.1,6.2,12259,Juvenile
Yuba,2019,Male,576.75,457.89,159.27,437.99,138.76,28.97,23.0,8.0,22.0,6.97,5023,Juvenile
Alameda,2020,Male,74.99,79.53,0.0,38.96,36.04,60.35,64.0,0.0,31.35,29.0,80477,Juvenile
Alpine,2020,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,Juvenile
Amador,2020,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422,Juvenile
Butte,2020,Male,151.07,141.0,0.0,70.5,80.57,15.0,14.0,0.0,7.0,8.0,9929,Juvenile
Calaveras,2020,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1812,Juvenile
Colusa,2020,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1545,Juvenile
Contra Cost,2020,Male,105.62,87.18,16.77,68.74,36.88,63.0,52.0,10.0,41.0,22.0,59646,Juvenile
Del Norte,2020,Male,76.51,0.0,76.51,76.51,0.0,1.0,0.0,1.0,1.0,0.0,1307,Juvenile
El Dorado,2020,Male,108.45,58.1,48.42,78.44,30.02,11.2,6.0,5.0,8.1,3.1,10327,Juvenile
Fresno,2020,Male,152.82,137.38,16.98,84.9,67.92,99.0,89.0,11.0,55.0,44.0,64782,Juvenile
Glenn,2020,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1831,Juvenile
Humboldt,2020,Male,141.92,122.61,15.33,10.88,131.03,9.26,8.0,1.0,0.71,8.55,6525,Juvenile
Imperial,2020,Male,32.26,25.88,8.63,6.38,25.88,3.74,3.0,1.0,0.74,3.0,11594,Juvenile
Inyo,2020,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,933,Juvenile
Kern,2020,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58673,Juvenile
Kings,2020,Male,113.04,121.74,0.0,26.09,86.96,13.0,14.0,0.0,3.0,10.0,11500,Juvenile
Lake,2020,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3122,Juvenile
Lassen,2020,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1181,Juvenile
Los Angeles,2020,Male,79.05,68.28,17.5,42.32,36.74,411.0,355.0,91.0,220.0,191.0,519898,Juvenile
Madera,2020,Male,180.01,105.89,74.12,116.48,63.53,17.0,10.0,7.0,11.0,6.0,9444,Juvenile
Marin,2020,Male,32.96,0.0,0.0,7.49,25.47,4.4,0.0,0.0,1.0,3.4,13350,Juvenile
Mariposa,2020,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637,Juvenile
Mendocino,2020,Male,138.64,90.91,45.45,40.91,97.73,6.1,4.0,2.0,1.8,4.3,4400,Juvenile
Merced,2020,Male,101.21,92.71,5.15,41.72,59.49,19.65,18.0,1.0,8.1,11.55,19415,Juvenile
Modoc,2020,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451,Juvenile
Mono,2020,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698,Juvenile
Monterey,2020,Male,180.13,168.87,30.02,105.07,75.05,48.0,45.0,8.0,28.0,20.0,26648,Juvenile
Napa,2020,Male,143.04,85.82,42.91,100.13,42.91,10.0,6.0,3.0,7.0,3.0,6991,Juvenile
Nevada,2020,Male,62.42,26.34,52.67,14.22,48.2,2.37,1.0,2.0,0.54,1.83,3797,Juvenile
Orange,2020,Male,74.42,66.16,8.86,43.71,30.72,126.0,112.0,15.0,74.0,52.0,169298,Juvenile
Placer,2020,Male,54.89,42.19,10.55,33.48,21.41,10.41,8.0,2.0,6.35,4.06,18964,Juvenile
Plumas,2020,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743,Juvenile
Riverside,2020,Male,80.0,72.99,9.83,66.6,13.4,114.0,104.0,14.0,94.9,19.1,142492,Juvenile
Sacramento,2020,Male,105.66,64.57,39.92,8.22,97.44,90.0,55.0,34.0,7.0,83.0,85181,Juvenile
San Benito,2020,Male,125.82,119.26,0.0,59.63,66.19,4.22,4.0,0.0,2.0,2.22,3354,Juvenile
San Bernard,2020,Male,65.48,64.75,2.91,24.01,41.47,90.0,89.0,4.0,33.0,57.0,137445,Juvenile
San Diego,2020,Male,79.79,78.18,4.28,41.23,38.56,149.0,146.0,8.0,77.0,72.0,186740,Juvenile
San Francis,2020,Male,48.9,30.09,15.05,37.62,11.28,13.0,8.0,4.0,10.0,3.0,26584,Juvenile
San Joaquin,2020,Male,84.39,84.39,4.12,28.82,55.57,41.0,41.0,2.0,14.0,27.0,48585,Juvenile
San Luis Ob,2020,Male,55.75,39.09,7.82,36.75,19.0,7.13,5.0,1.0,4.7,2.43,12790,Juvenile
San Mateo,2020,Male,24.06,24.06,5.35,5.35,18.72,9.0,9.0,2.0,2.0,7.0,37399,Juvenile
Santa Barba,2020,Male,84.94,72.2,12.74,55.21,29.73,20.0,17.0,3.0,13.0,7.0,23547,Juvenile
Santa Clara,2020,Male,68.84,61.2,9.56,25.82,43.03,72.0,64.0,10.0,27.0,45.0,104583,Juvenile
Santa Cruz,2020,Male,84.77,56.51,28.26,42.38,42.38,12.0,8.0,4.0,6.0,6.0,14156,Juvenile
Shasta,2020,Male,195.65,172.63,23.02,46.04,149.61,17.0,15.0,2.0,4.0,13.0,8689,Juvenile
Sierra,2020,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109,Juvenile
Siskiyou,2020,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2042,Juvenile
Solano,2020,Male,86.16,53.34,32.82,45.13,41.03,21.0,13.0,8.0,11.0,10.0,24372,Juvenile
Sonoma,2020,Male,57.98,13.28,39.83,32.31,25.67,13.1,3.0,9.0,7.3,5.8,22595,Juvenile
Stanislaus,2020,Male,138.21,126.44,14.7,64.69,73.51,47.0,43.0,5.0,22.0,25.0,34007,Juvenile
Sutter,2020,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5998,Juvenile
Tehama,2020,Male,68.03,27.21,54.42,46.26,21.77,2.5,1.0,2.0,1.7,0.8,3675,Juvenile
Trinity,2020,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563,Juvenile
Tulare,2020,Male,102.1,94.48,0.0,57.13,44.97,34.58,32.0,0.0,19.35,15.23,33869,Juvenile
Tuolumne,2020,Male,292.11,389.48,0.0,243.43,48.69,6.0,8.0,0.0,5.0,1.0,2054,Juvenile
Ventura,2020,Male,107.05,87.75,19.74,72.61,34.44,48.8,40.0,9.0,33.1,15.7,45586,Juvenile
Yolo,2020,Male,10.58,32.07,0.0,1.6,8.98,1.32,4.0,0.0,0.2,1.12,12472,Juvenile
Yuba,2020,Male,354.28,218.08,99.13,199.44,154.84,17.87,11.0,5.0,10.06,7.81,5044,Juvenile
Alameda,2021,Male,77.3,73.52,2.49,71.27,6.03,62.04,59.0,2.0,57.2,4.84,80254,Juvenile
Alpine,2021,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,Juvenile
Amador,2021,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1420,Juvenile
Butte,2021,Male,100.71,109.87,0.0,36.62,64.09,11.0,12.0,0.0,4.0,7.0,10922,Juvenile
Calaveras,2021,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1761,Juvenile
Colusa,2021,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1573,Juvenile
Contra Cost,2021,Male,83.12,86.51,3.39,64.46,18.66,49.0,51.0,2.0,38.0,11.0,58953,Juvenile
Del Norte,2021,Male,304.58,76.34,229.01,260.31,44.27,3.99,1.0,3.0,3.41,0.58,1310,Juvenile
El Dorado,2021,Male,56.25,30.14,30.14,40.18,16.07,5.6,3.0,3.0,4.0,1.6,9955,Juvenile
Fresno,2021,Male,140.67,125.21,13.91,74.2,66.47,91.0,81.0,9.0,48.0,43.0,64691,Juvenile
Glenn,2021,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1834,Juvenile
Humboldt,2021,Male,124.27,120.07,0.0,32.87,91.4,8.28,8.0,0.0,2.19,6.09,6663,Juvenile
Imperial,2021,Male,48.34,41.6,16.64,5.91,42.44,5.81,5.0,2.0,0.71,5.1,12018,Juvenile
Inyo,2021,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,924,Juvenile
Kern,2021,Male,219.54,180.12,40.78,148.18,71.37,129.2,106.0,24.0,87.2,42.0,58849,Juvenile
Kings,2021,Male,186.68,178.19,0.0,76.37,110.31,22.0,21.0,0.0,9.0,13.0,11785,Juvenile
Lake,2021,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3224,Juvenile
Lassen,2021,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1233,Juvenile
Los Angeles,2021,Male,63.45,54.25,11.89,31.82,31.63,331.0,283.0,62.0,166.0,165.0,521643,Juvenile
Madera,2021,Male,250.63,93.98,156.64,104.43,146.2,24.0,9.0,15.0,10.0,14.0,9576,Juvenile
Marin,2021,Male,26.62,23.08,0.0,16.93,9.69,3.46,3.0,0.0,2.2,1.26,12998,Juvenile
Mariposa,2021,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616,Juvenile
Mendocino,2021,Male,136.56,89.55,67.16,76.11,60.44,6.1,4.0,3.0,3.4,2.7,4467,Juvenile
Merced,2021,Male,107.57,118.89,0.0,94.39,13.18,20.81,23.0,0.0,18.26,2.55,19346,Juvenile
Modoc,2021,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443,Juvenile
Mono,2021,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718,Juvenile
Monterey,2021,Male,207.53,211.24,18.53,114.88,92.65,56.0,57.0,5.0,31.0,25.0,26984,Juvenile
Napa,2021,Male,129.68,100.86,14.41,43.23,86.46,9.0,7.0,1.0,3.0,6.0,6940,Juvenile
Nevada,2021,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3720,Juvenile
Orange,2021,Male,74.85,67.19,9.43,38.31,36.54,127.0,114.0,16.0,65.0,62.0,169668,Juvenile
Placer,2021,Male,38.85,38.14,0.0,10.73,28.12,7.13,7.0,0.0,1.97,5.16,18353,Juvenile
Plumas,2021,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773,Juvenile
Riverside,2021,Male,81.01,76.32,4.2,61.34,19.68,115.7,109.0,6.0,87.6,28.1,142814,Juvenile
Sacramento,2021,Male,126.25,92.04,36.58,20.06,106.19,107.0,78.0,31.0,17.0,90.0,84750,Juvenile
San Benito,2021,Male,69.08,61.96,61.96,10.84,58.24,2.23,2.0,2.0,0.35,1.88,3228,Juvenile
San Bernard,2021,Male,54.38,50.03,4.35,9.43,44.95,75.0,69.0,6.0,13.0,62.0,137929,Juvenile
