County,Year,Gender,ADPtotrate,Felonyrate,Misdrate,Postdisprate,Predisprate,ADPtotal,Felony,Misd,Postdisp,Predisp,Population,Age
Contra Costa,2021,Female,14.29,0.0,0.0,1.02,13.27,56.0,0.0,0.0,4.0,52.0,391778,Adult
Del Norte,2021,Female,159.53,0.0,0.0,53.18,106.35,12.0,0.0,0.0,4.0,8.0,7522,Adult
El Dorado,2021,Female,113.2,0.0,0.0,19.69,93.51,69.0,0.0,0.0,12.0,57.0,60954,Adult
Fresno,2021,Female,70.95,0.0,0.0,9.96,61.0,228.0,0.0,0.0,32.0,196.0,321331,Adult
Glenn,2021,Female,154.83,0.0,0.0,66.36,88.48,14.0,0.0,0.0,6.0,8.0,9042,Adult
Humboldt,2021,Female,87.08,0.0,0.0,9.17,77.92,38.0,0.0,0.0,4.0,34.0,43637,Adult
Imperial,2021,Female,57.25,0.0,0.0,29.49,27.76,33.0,0.0,0.0,17.0,16.0,57639,Adult
Inyo,2021,Female,145.48,0.0,0.0,36.37,109.11,8.0,0.0,0.0,2.0,6.0,5499,Adult
Kern,2021,Female,64.61,0.0,0.0,4.21,60.4,184.0,0.0,0.0,12.0,172.0,284784,Adult
Kings,2021,Female,103.39,0.0,0.0,32.0,71.39,42.0,0.0,0.0,13.0,29.0,40623,Adult
Lake,2021,Female,166.63,0.0,0.0,20.2,146.44,33.0,0.0,0.0,4.0,29.0,19804,Adult
Lassen,2021,Female,221.24,0.0,0.0,73.75,147.49,15.0,0.0,0.0,5.0,10.0,6780,Adult
Los Angeles,2021,Female,38.32,0.0,0.0,10.51,27.82,1324.0,0.0,0.0,363.0,961.0,3454687,Adult
Madera,2021,Female,95.65,0.0,0.0,15.0,80.65,51.0,0.0,0.0,8.0,43.0,53318,Adult
Marin,2021,Female,28.37,0.0,0.0,8.63,19.73,23.0,0.0,0.0,7.0,16.0,81081,Adult
Mariposa,2021,Female,73.88,0.0,0.0,36.94,36.94,4.0,0.0,0.0,2.0,2.0,5414,Adult
Mendocino,2021,Female,150.12,0.0,0.0,51.26,98.86,41.0,0.0,0.0,14.0,27.0,27312,Adult
Merced,2021,Female,42.48,0.0,0.0,0.0,42.48,38.0,0.0,0.0,0.0,38.0,89458,Adult
Modoc,2021,Female,142.55,0.0,0.0,35.64,106.91,4.0,0.0,0.0,1.0,3.0,2806,Adult
Mono,2021,Female,44.68,0.0,0.0,0.0,44.68,2.0,0.0,0.0,0.0,2.0,4476,Adult
Monterey,2021,Female,67.92,0.0,0.0,31.01,36.91,92.0,0.0,0.0,42.0,50.0,135462,Adult
Napa,2021,Female,57.13,0.0,0.0,13.18,43.94,26.0,0.0,0.0,6.0,20.0,45513,Adult
Nevada,2021,Female,84.39,0.0,0.0,9.74,74.65,26.0,0.0,0.0,3.0,23.0,30810,Adult
Orange,2021,Female,31.28,0.0,0.0,12.44,18.85,332.0,0.0,0.0,132.0,200.0,1061215,Adult
Placer,2021,Female,46.92,0.0,0.0,16.92,30.0,61.0,0.0,0.0,22.0,39.0,130015,Adult
Plumas,2021,Female,138.22,0.0,0.0,86.39,51.83,8.0,0.0,0.0,5.0,3.0,5788,Adult
Riverside,2021,Female,40.59,0.0,0.0,3.13,37.46,324.0,0.0,0.0,25.0,299.0,798176,Adult
Sacramento,2021,Female,61.07,0.0,0.0,21.06,40.01,319.0,0.0,0.0,110.0,209.0,522377,Adult
San Benito,2021,Female,19.16,0.0,0.0,0.0,19.16,4.0,0.0,0.0,0.0,4.0,20872,Adult
San Bernardino,2021,Female,44.64,0.0,0.0,3.33,41.31,322.0,0.0,0.0,24.0,298.0,721360,Adult
San Diego,2021,Female,43.8,0.0,0.0,16.83,26.98,466.0,0.0,0.0,179.0,287.0,1063859,Adult
San Francisco,2021,Female,16.4,0.0,0.0,2.57,13.82,51.0,0.0,0.0,8.0,43.0,311045,Adult
San Joaquin,2021,Female,52.29,0.0,0.0,15.17,37.12,131.0,0.0,0.0,38.0,93.0,250524,Adult
San Luis Obispo,2021,Female,48.22,0.0,0.0,19.52,28.7,42.0,0.0,0.0,17.0,25.0,87098,Adult
San Mateo,2021,Female,32.24,0.0,0.0,10.1,22.14,83.0,0.0,0.0,26.0,57.0,257430,Adult
Santa Barbara,2021,Female,44.62,0.0,0.0,9.61,35.01,65.0,0.0,0.0,14.0,51.0,145667,Adult
Santa Clara,2021,Female,25.55,0.0,0.0,2.48,23.07,165.0,0.0,0.0,16.0,149.0,645808,Adult
Santa Cruz,2021,Female,37.58,0.0,0.0,6.63,30.95,34.0,0.0,0.0,6.0,28.0,90471,Adult
Shasta,2021,Female,65.43,0.0,0.0,14.15,51.28,37.0,0.0,0.0,8.0,29.0,56549,Adult
Sierra,2021,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,949,Adult
Siskiyou,2021,Female,37.91,0.0,0.0,0.0,37.91,5.0,0.0,0.0,0.0,5.0,13188,Adult
Solano,2021,Female,38.57,0.0,0.0,4.82,33.75,56.0,0.0,0.0,7.0,49.0,145187,Adult
Sonoma,2021,Female,41.55,0.0,0.0,14.45,27.1,69.0,0.0,0.0,24.0,45.0,166075,Adult
Stanislaus,2021,Female,86.26,0.0,0.0,18.13,68.13,157.0,0.0,0.0,33.0,124.0,182017,Adult
Sutter,2021,Female,59.67,0.0,0.0,12.56,47.11,19.0,0.0,0.0,4.0,15.0,31841,Adult
Tehama,2021,Female,85.24,0.0,0.0,25.07,60.17,17.0,0.0,0.0,5.0,12.0,19943,Adult
Trinity,2021,Female,332.74,0.0,0.0,0.0,332.74,13.0,0.0,0.0,0.0,13.0,3907,Adult
Tulare,2021,Female,94.96,0.0,0.0,26.94,68.02,141.0,0.0,0.0,40.0,101.0,148476,Adult
Tuolumne,2021,Female,93.24,0.0,0.0,19.98,73.26,14.0,0.0,0.0,3.0,11.0,15015,Adult
Ventura,2021,Female,56.29,0.0,0.0,19.36,36.93,157.0,0.0,0.0,54.0,103.0,278932,Adult
Yolo,2021,Female,33.22,0.0,0.0,3.83,29.39,26.0,0.0,0.0,3.0,23.0,78256,Adult
Yuba,2021,Female,112.71,0.0,0.0,48.3,64.4,28.0,0.0,0.0,12.0,16.0,24843,Adult
Alameda,2022,Female,25.84,0.0,0.0,2.22,23.62,151.0,0.0,0.0,13.0,138.0,584343,Adult
Alpine,2022,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382,Adult
Amador,2022,Female,117.23,0.0,0.0,9.77,107.46,12.0,0.0,0.0,1.0,11.0,10236,Adult
Butte,2022,Female,112.24,0.0,0.0,30.11,82.13,82.0,0.0,0.0,22.0,60.0,73058,Adult
Calaveras,2022,Female,134.97,0.0,0.0,29.99,104.98,18.0,0.0,0.0,4.0,14.0,13336,Adult
Colusa,2022,Female,86.57,0.0,0.0,72.14,14.43,6.0,0.0,0.0,5.0,1.0,6931,Adult
Contra Costa,2022,Female,24.66,0.0,0.0,4.32,20.34,97.0,0.0,0.0,17.0,80.0,393327,Adult
Del Norte,2022,Female,148.29,0.0,0.0,53.92,94.37,11.0,0.0,0.0,4.0,7.0,7418,Adult
El Dorado,2022,Female,74.09,0.0,0.0,14.82,59.28,45.0,0.0,0.0,9.0,36.0,60733,Adult
Fresno,2022,Female,83.28,0.0,0.0,9.91,73.38,269.0,0.0,0.0,32.0,237.0,322992,Adult
Glenn,2022,Female,99.76,0.0,0.0,11.08,88.67,9.0,0.0,0.0,1.0,8.0,9022,Adult
Humboldt,2022,Female,69.41,0.0,0.0,18.51,50.9,30.0,0.0,0.0,8.0,22.0,43224,Adult
Imperial,2022,Female,95.03,0.0,0.0,58.74,36.28,55.0,0.0,0.0,34.0,21.0,57879,Adult
Inyo,2022,Female,146.33,0.0,0.0,36.58,109.75,8.0,0.0,0.0,2.0,6.0,5467,Adult
Kern,2022,Female,57.7,0.0,0.0,3.13,54.57,166.0,0.0,0.0,9.0,157.0,287713,Adult
Kings,2022,Female,127.33,0.0,0.0,29.38,97.95,52.0,0.0,0.0,12.0,40.0,40839,Adult
Lake,2022,Female,158.48,0.0,0.0,51.12,107.36,31.0,0.0,0.0,10.0,21.0,19561,Adult
Lassen,2022,Female,330.53,0.0,0.0,135.22,195.31,22.0,0.0,0.0,9.0,13.0,6656,Adult
Los Angeles,2022,Female,43.54,0.0,0.0,13.66,29.88,1501.0,0.0,0.0,471.0,1030.0,3447321,Adult
Madera,2022,Female,102.13,0.0,0.0,5.57,96.56,55.0,0.0,0.0,3.0,52.0,53852,Adult
Marin,2022,Female,24.84,0.0,0.0,9.94,14.91,20.0,0.0,0.0,8.0,12.0,80504,Adult
Mariposa,2022,Female,112.68,0.0,0.0,37.56,75.12,6.0,0.0,0.0,2.0,4.0,5325,Adult
Mendocino,2022,Female,147.95,0.0,0.0,40.68,107.26,40.0,0.0,0.0,11.0,29.0,27037,Adult
Merced,2022,Female,56.41,0.0,0.0,0.0,56.41,51.0,0.0,0.0,0.0,51.0,90407,Adult
Modoc,2022,Female,180.44,0.0,0.0,144.35,36.09,5.0,0.0,0.0,4.0,1.0,2771,Adult
Mono,2022,Female,90.01,0.0,0.0,22.5,67.51,4.0,0.0,0.0,1.0,3.0,4444,Adult
Monterey,2022,Female,74.42,0.0,0.0,35.37,39.05,101.0,0.0,0.0,48.0,53.0,135714,Adult
Napa,2022,Female,66.24,0.0,0.0,24.29,41.95,30.0,0.0,0.0,11.0,19.0,45287,Adult
Nevada,2022,Female,75.63,0.0,0.0,16.44,59.19,23.0,0.0,0.0,5.0,18.0,30413,Adult
Orange,2022,Female,27.72,0.0,0.0,10.18,17.54,294.0,0.0,0.0,108.0,186.0,1060653,Adult
Placer,2022,Female,69.5,0.0,0.0,29.79,39.72,91.0,0.0,0.0,39.0,52.0,130927,Adult
Plumas,2022,Female,87.75,0.0,0.0,70.2,17.55,5.0,0.0,0.0,4.0,1.0,5698,Adult
Riverside,2022,Female,47.62,0.0,0.0,3.97,43.65,384.0,0.0,0.0,32.0,352.0,806353,Adult
Sacramento,2022,Female,59.03,0.0,0.0,22.28,36.75,310.0,0.0,0.0,117.0,193.0,525120,Adult
San Benito,2022,Female,33.38,0.0,0.0,4.77,28.61,7.0,0.0,0.0,1.0,6.0,20973,Adult
San Bernardino,2022,Female,78.07,0.0,0.0,11.45,66.63,566.0,0.0,0.0,83.0,483.0,724952,Adult
San Diego,2022,Female,50.94,0.0,0.0,22.22,28.72,541.0,0.0,0.0,236.0,305.0,1062008,Adult
San Francisco,2022,Female,13.5,0.0,0.0,1.93,11.57,42.0,0.0,0.0,6.0,36.0,311039,Adult
San Joaquin,2022,Female,54.58,0.0,0.0,9.89,44.69,138.0,0.0,0.0,25.0,113.0,252826,Adult
San Luis Obispo,2022,Female,55.55,0.0,0.0,18.52,37.03,48.0,0.0,0.0,16.0,32.0,86413,Adult
San Mateo,2022,Female,34.15,0.0,0.0,7.37,26.78,88.0,0.0,0.0,19.0,69.0,257681,Adult
Santa Barbara,2022,Female,71.41,0.0,0.0,17.17,54.25,104.0,0.0,0.0,25.0,79.0,145634,Adult
Santa Clara,2022,Female,40.81,0.0,0.0,3.54,37.26,265.0,0.0,0.0,23.0,242.0,649421,Adult
Santa Cruz,2022,Female,33.35,0.0,0.0,6.67,26.68,30.0,0.0,0.0,6.0,24.0,89955,Adult
Shasta,2022,Female,71.07,0.0,0.0,12.44,58.63,40.0,0.0,0.0,7.0,33.0,56281,Adult
Sierra,2022,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918,Adult
Siskiyou,2022,Female,69.33,0.0,0.0,0.0,69.33,9.0,0.0,0.0,0.0,9.0,12982,Adult
Solano,2022,Female,32.99,0.0,0.0,3.44,29.55,48.0,0.0,0.0,5.0,43.0,145492,Adult
Sonoma,2022,Female,45.3,0.0,0.0,13.29,32.01,75.0,0.0,0.0,22.0,53.0,165557,Adult
Stanislaus,2022,Female,83.04,0.0,0.0,22.95,60.1,152.0,0.0,0.0,42.0,110.0,183036,Adult
Sutter,2022,Female,65.49,0.0,0.0,6.24,59.25,21.0,0.0,0.0,2.0,19.0,32065,Adult
Tehama,2022,Female,85.57,0.0,0.0,20.13,65.44,17.0,0.0,0.0,4.0,13.0,19866,Adult
Trinity,2022,Female,235.42,0.0,0.0,26.16,209.26,9.0,0.0,0.0,1.0,8.0,3823,Adult
Tulare,2022,Female,82.15,0.0,0.0,31.39,50.76,123.0,0.0,0.0,47.0,76.0,149728,Adult
Tuolumne,2022,Female,162.16,0.0,0.0,94.59,67.57,24.0,0.0,0.0,14.0,10.0,14800,Adult
Ventura,2022,Female,64.59,0.0,0.0,25.48,39.11,180.0,0.0,0.0,71.0,109.0,278671,Adult
Yolo,2022,Female,27.92,0.0,0.0,5.08,22.84,22.0,0.0,0.0,4.0,18.0,78795,Adult
Yuba,2022,Female,143.69,0.0,0.0,23.95,119.74,36.0,0.0,0.0,6.0,30.0,25054,Adult
Alameda,2023,Female,20.81,0.0,0.0,2.22,18.59,122.0,0.0,0.0,13.0,109.0,586389,Adult
Alpine,2023,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,Adult
Amador,2023,Female,158.15,0.0,0.0,49.42,108.73,16.0,0.0,0.0,5.0,11.0,10117,Adult
Butte,2023,Female,89.25,0.0,0.0,27.46,61.79,65.0,0.0,0.0,20.0,45.0,72828,Adult
Calaveras,2023,Female,122.08,0.0,0.0,22.89,99.19,16.0,0.0,0.0,3.0,13.0,13106,Adult
Colusa,2023,Female,71.83,0.0,0.0,0.0,71.83,5.0,0.0,0.0,0.0,5.0,6961,Adult
Contra Costa,2023,Female,20.52,0.0,0.0,4.31,16.21,81.0,0.0,0.0,17.0,64.0,394757,Adult
Del Norte,2023,Female,176.68,0.0,0.0,54.36,122.32,13.0,0.0,0.0,4.0,9.0,7358,Adult
El Dorado,2023,Female,72.82,0.0,0.0,4.96,67.85,44.0,0.0,0.0,3.0,41.0,60425,Adult
Fresno,2023,Female,84.97,0.0,0.0,14.47,70.5,276.0,0.0,0.0,47.0,229.0,324837,Adult
Glenn,2023,Female,143.65,0.0,0.0,66.3,77.35,13.0,0.0,0.0,6.0,7.0,9050,Adult
Humboldt,2023,Female,77.06,0.0,0.0,14.01,63.05,33.0,0.0,0.0,6.0,27.0,42824,Adult
Imperial,2023,Female,70.53,0.0,0.0,32.69,37.85,41.0,0.0,0.0,19.0,22.0,58128,Adult
Inyo,2023,Female,221.85,0.0,0.0,0.0,221.85,12.0,0.0,0.0,0.0,12.0,5409,Adult
Kern,2023,Female,55.73,0.0,0.0,5.16,50.57,162.0,0.0,0.0,15.0,147.0,290684,Adult
Kings,2023,Female,121.54,0.0,0.0,41.32,80.21,50.0,0.0,0.0,17.0,33.0,41140,Adult
Lake,2023,Female,216.84,0.0,0.0,72.28,144.56,42.0,0.0,0.0,14.0,28.0,19369,Adult
Lassen,2023,Female,277.01,0.0,0.0,76.95,200.06,18.0,0.0,0.0,5.0,13.0,6498,Adult
Los Angeles,2023,Female,37.93,0.0,0.0,10.46,27.46,1305.0,0.0,0.0,360.0,945.0,3440822,Adult
Madera,2023,Female,88.23,0.0,0.0,0.0,88.23,48.0,0.0,0.0,0.0,48.0,54406,Adult
Marin,2023,Female,27.52,0.0,0.0,3.75,23.77,22.0,0.0,0.0,3.0,19.0,79946,Adult
Mariposa,2023,Female,95.0,0.0,0.0,38.0,57.0,5.0,0.0,0.0,2.0,3.0,5263,Adult
Mendocino,2023,Female,104.4,0.0,0.0,29.83,74.57,28.0,0.0,0.0,8.0,20.0,26821,Adult
Merced,2023,Female,29.53,0.0,0.0,0.0,29.53,27.0,0.0,0.0,0.0,27.0,91429,Adult
Modoc,2023,Female,145.83,0.0,0.0,72.91,72.91,4.0,0.0,0.0,2.0,2.0,2743,Adult
Mono,2023,Female,45.16,0.0,0.0,22.58,22.58,2.0,0.0,0.0,1.0,1.0,4429,Adult
Monterey,2023,Female,73.47,0.0,0.0,35.26,38.2,100.0,0.0,0.0,48.0,52.0,136114,Adult
Napa,2023,Female,33.15,0.0,0.0,11.05,22.1,15.0,0.0,0.0,5.0,10.0,45246,Adult
Nevada,2023,Female,72.96,0.0,0.0,16.58,56.38,22.0,0.0,0.0,5.0,17.0,30153,Adult
Orange,2023,Female,30.09,0.0,0.0,12.26,17.83,319.0,0.0,0.0,130.0,189.0,1060078,Adult
Placer,2023,Female,74.37,0.0,0.0,22.01,52.36,98.0,0.0,0.0,29.0,69.0,131772,Adult
Plumas,2023,Female,89.11,0.0,0.0,53.47,35.64,5.0,0.0,0.0,3.0,2.0,5611,Adult
Riverside,2023,Female,47.03,0.0,0.0,6.14,40.89,383.0,0.0,0.0,50.0,333.0,814367,Adult
Sacramento,2023,Female,65.86,0.0,0.0,20.82,45.04,348.0,0.0,0.0,110.0,238.0,528385,Adult
San Benito,2023,Female,42.71,0.0,0.0,4.75,37.96,9.0,0.0,0.0,1.0,8.0,21073,Adult
San Bernardino,2023,Female,68.6,0.0,0.0,10.43,58.17,500.0,0.0,0.0,76.0,424.0,728908,Adult
San Diego,2023,Female,54.31,0.0,0.0,24.61,29.7,576.0,0.0,0.0,261.0,315.0,1060570,Adult
San Francisco,2023,Female,26.02,0.0,0.0,3.85,22.16,81.0,0.0,0.0,12.0,69.0,311358,Adult
San Joaquin,2023,Female,48.53,0.0,0.0,10.18,38.35,124.0,0.0,0.0,26.0,98.0,255513,Adult
San Luis Obispo,2023,Female,67.58,0.0,0.0,27.96,39.62,58.0,0.0,0.0,24.0,34.0,85826,Adult
San Mateo,2023,Female,43.83,0.0,0.0,14.74,29.09,113.0,0.0,0.0,38.0,75.0,257838,Adult
Santa Barbara,2023,Female,58.38,0.0,0.0,15.8,42.59,85.0,0.0,0.0,23.0,62.0,145586,Adult
Santa Clara,2023,Female,43.78,0.0,0.0,2.91,40.87,286.0,0.0,0.0,19.0,267.0,653238,Adult
Santa Cruz,2023,Female,23.5,0.0,0.0,2.24,21.26,21.0,0.0,0.0,2.0,19.0,89376,Adult
Shasta,2023,Female,99.87,0.0,0.0,30.32,69.55,56.0,0.0,0.0,17.0,39.0,56073,Adult
Sierra,2023,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885,Adult
Siskiyou,2023,Female,78.32,0.0,0.0,0.0,78.32,10.0,0.0,0.0,0.0,10.0,12768,Adult
Solano,2023,Female,34.3,0.0,0.0,3.43,30.87,50.0,0.0,0.0,5.0,45.0,145766,Adult
Sonoma,2023,Female,48.45,0.0,0.0,16.96,31.49,80.0,0.0,0.0,28.0,52.0,165110,Adult
Stanislaus,2023,Female,107.56,0.0,0.0,33.14,74.42,198.0,0.0,0.0,61.0,137.0,184083,Adult
Sutter,2023,Female,102.29,0.0,0.0,6.2,96.09,33.0,0.0,0.0,2.0,31.0,32262,Adult
Tehama,2023,Female,85.8,0.0,0.0,10.09,75.7,17.0,0.0,0.0,2.0,15.0,19814,Adult
Trinity,2023,Female,158.77,0.0,0.0,26.46,132.31,6.0,0.0,0.0,1.0,5.0,3779,Adult
Tulare,2023,Female,84.04,0.0,0.0,35.07,48.97,127.0,0.0,0.0,53.0,74.0,151117,Adult
Tuolumne,2023,Female,234.01,0.0,0.0,89.48,144.54,34.0,0.0,0.0,13.0,21.0,14529,Adult
Ventura,2023,Female,64.34,0.0,0.0,23.36,40.98,179.0,0.0,0.0,65.0,114.0,278199,Adult
Yolo,2023,Female,35.3,0.0,0.0,7.57,27.74,28.0,0.0,0.0,6.0,22.0,79309,Adult
Yuba,2023,Female,146.57,0.0,0.0,55.46,91.11,37.0,0.0,0.0,14.0,23.0,25244,Adult
Alameda,2024,Female,16.99,0.0,0.0,1.7,15.29,100.0,0.0,0.0,10.0,90.0,588595,Adult
Alpine,2024,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371,Adult
Amador,2024,Female,109.76,0.0,0.0,19.96,89.8,11.0,0.0,0.0,2.0,9.0,10022,Adult
Butte,2024,Female,107.23,0.0,0.0,35.74,71.49,78.0,0.0,0.0,26.0,52.0,72742,Adult
Calaveras,2024,Female,101.02,0.0,0.0,15.54,85.48,13.0,0.0,0.0,2.0,11.0,12869,Adult
Colusa,2024,Female,28.71,0.0,0.0,0.0,28.71,2.0,0.0,0.0,0.0,2.0,6966,Adult
Contra Costa,2024,Female,22.95,0.0,0.0,4.79,18.16,91.0,0.0,0.0,19.0,72.0,396528,Adult
Del Norte,2024,Female,260.1,0.0,0.0,95.82,164.27,19.0,0.0,0.0,7.0,12.0,7305,Adult
El Dorado,2024,Female,63.03,0.0,0.0,4.98,58.06,38.0,0.0,0.0,3.0,35.0,60285,Adult
Fresno,2024,Female,82.03,0.0,0.0,15.3,66.72,268.0,0.0,0.0,50.0,218.0,326720,Adult
Glenn,2024,Female,132.77,0.0,0.0,55.32,77.45,12.0,0.0,0.0,5.0,7.0,9038,Adult
Humboldt,2024,Female,108.18,0.0,0.0,25.87,82.31,46.0,0.0,0.0,11.0,35.0,42520,Adult
Imperial,2024,Female,90.81,0.0,0.0,29.13,61.68,53.0,0.0,0.0,17.0,36.0,58366,Adult
Inyo,2024,Female,130.94,0.0,0.0,37.41,93.53,7.0,0.0,0.0,2.0,5.0,5346,Adult
Kern,2024,Female,62.87,0.0,0.0,6.46,56.42,185.0,0.0,0.0,19.0,166.0,294245,Adult
Kings,2024,Female,115.5,0.0,0.0,36.1,79.41,48.0,0.0,0.0,15.0,33.0,41557,Adult
Lake,2024,Female,197.83,0.0,0.0,57.27,140.57,38.0,0.0,0.0,11.0,27.0,19208,Adult
Lassen,2024,Female,204.05,0.0,0.0,0.0,204.05,13.0,0.0,0.0,0.0,13.0,6371,Adult
Los Angeles,2024,Female,38.84,0.0,0.0,9.14,29.7,1334.0,0.0,0.0,314.0,1020.0,3434174,Adult
Madera,2024,Female,105.52,0.0,0.0,0.0,105.52,58.0,0.0,0.0,0.0,58.0,54964,Adult
Marin,2024,Female,36.56,0.0,0.0,3.78,32.78,29.0,0.0,0.0,3.0,26.0,79325,Adult
Mariposa,2024,Female,38.54,0.0,0.0,19.27,19.27,2.0,0.0,0.0,1.0,1.0,5189,Adult
Mendocino,2024,Female,78.95,0.0,0.0,26.32,52.63,21.0,0.0,0.0,7.0,14.0,26599,Adult
Merced,2024,Female,38.93,0.0,0.0,0.0,38.93,36.0,0.0,0.0,0.0,36.0,92475,Adult
Modoc,2024,Female,258.78,0.0,0.0,184.84,73.94,7.0,0.0,0.0,5.0,2.0,2705,Adult
Mono,2024,Female,68.21,0.0,0.0,22.74,45.48,3.0,0.0,0.0,1.0,2.0,4398,Adult
Monterey,2024,Female,55.66,0.0,0.0,27.1,28.56,76.0,0.0,0.0,37.0,39.0,136541,Adult
Napa,2024,Female,57.43,0.0,0.0,24.3,33.14,26.0,0.0,0.0,11.0,15.0,45269,Adult
Nevada,2024,Female,83.92,0.0,0.0,13.43,70.49,25.0,0.0,0.0,4.0,21.0,29790,Adult
Orange,2024,Female,38.71,0.0,0.0,14.44,24.26,410.0,0.0,0.0,153.0,257.0,1059258,Adult
Placer,2024,Female,92.71,0.0,0.0,33.17,59.55,123.0,0.0,0.0,44.0,79.0,132666,Adult
Plumas,2024,Female,90.68,0.0,0.0,18.14,72.54,5.0,0.0,0.0,1.0,4.0,5514,Adult
Riverside,2024,Female,45.71,0.0,0.0,6.32,39.39,376.0,0.0,0.0,52.0,324.0,822522,Adult
Sacramento,2024,Female,66.76,0.0,0.0,15.98,50.77,355.0,0.0,0.0,85.0,270.0,531768,Adult
San Benito,2024,Female,37.74,0.0,0.0,4.72,33.02,8.0,0.0,0.0,1.0,7.0,21199,Adult
San Bernardino,2024,Female,65.72,0.0,0.0,4.23,61.49,482.0,0.0,0.0,31.0,451.0,733452,Adult
San Diego,2024,Female,51.8,0.0,0.0,21.13,30.66,549.0,0.0,0.0,224.0,325.0,1059887,Adult
San Francisco,2024,Female,28.22,0.0,0.0,4.17,24.05,88.0,0.0,0.0,13.0,75.0,311845,Adult
San Joaquin,2024,Female,58.13,0.0,0.0,15.5,42.63,150.0,0.0,0.0,40.0,110.0,258032,Adult
San Luis Obispo,2024,Female,68.05,0.0,0.0,35.2,32.85,58.0,0.0,0.0,30.0,28.0,85234,Adult
San Mateo,2024,Female,46.49,0.0,0.0,19.37,27.12,120.0,0.0,0.0,50.0,70.0,258144,Adult
Santa Barbara,2024,Female,64.43,0.0,0.0,12.34,52.09,94.0,0.0,0.0,18.0,76.0,145904,Adult
Santa Clara,2024,Female,39.26,0.0,0.0,4.11,35.15,258.0,0.0,0.0,27.0,231.0,657186,Adult
Santa Cruz,2024,Female,33.75,0.0,0.0,10.12,23.62,30.0,0.0,0.0,9.0,21.0,88901,Adult
Shasta,2024,Female,119.84,0.0,0.0,46.5,73.33,67.0,0.0,0.0,26.0,41.0,55910,Adult
Sierra,2024,Female,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,871,Adult
Siskiyou,2024,Female,110.84,0.0,0.0,0.0,110.84,14.0,0.0,0.0,0.0,14.0,12631,Adult
Solano,2024,Female,46.5,0.0,0.0,9.57,36.92,68.0,0.0,0.0,14.0,54.0,146246,Adult
Sonoma,2024,Female,52.84,0.0,0.0,20.04,32.8,87.0,0.0,0.0,33.0,54.0,164637,Adult
Stanislaus,2024,Female,95.49,0.0,0.0,18.88,76.61,177.0,0.0,0.0,35.0,142.0,185366,Adult
Sutter,2024,Female,101.52,0.0,0.0,3.08,98.44,33.0,0.0,0.0,1.0,32.0,32507,Adult
Tehama,2024,Female,60.66,0.0,0.0,10.11,50.55,12.0,0.0,0.0,2.0,10.0,19783,Adult
Trinity,2024,Female,270.64,0.0,0.0,0.0,270.64,10.0,0.0,0.0,0.0,10.0,3695,Adult
Tulare,2024,Female,91.81,0.0,0.0,35.41,56.4,140.0,0.0,0.0,54.0,86.0,152487,Adult
Tuolumne,2024,Female,195.52,0.0,0.0,76.81,118.71,28.0,0.0,0.0,11.0,17.0,14321,Adult
Ventura,2024,Female,56.83,0.0,0.0,21.58,35.25,158.0,0.0,0.0,60.0,98.0,278035,Adult
Yolo,2024,Female,32.52,0.0,0.0,10.01,22.51,26.0,0.0,0.0,8.0,18.0,79953,Adult
Yuba,2024,Female,192.88,0.0,0.0,43.3,149.58,49.0,0.0,0.0,11.0,38.0,25404,Adult
Alameda,2017,Male,410.63,0.0,0.0,60.74,349.89,2339.0,0.0,0.0,346.0,1993.0,569615,Adult
Alpine,2017,Male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396,Adult
Amador,2017,Male,478.8,0.0,0.0,269.62,209.18,66.86,0.0,0.0,37.65,29.21,13964,Adult
Butte,2017,Male,629.76,0.0,0.0,235.35,394.41,487.0,0.0,0.0,182.0,305.0,77331,Adult
Calaveras,2017,Male,533.76,0.0,0.0,166.37,367.39,77.0,0.0,0.0,24.0,53.0,14426,Adult
Colusa,2017,Male,904.41,0.0,0.0,361.76,542.65,65.0,0.0,0.0,26.0,39.0,7187,Adult
Contra Costa,2017,Male,325.0,0.0,0.0,70.9,254.1,1233.0,0.0,0.0,269.0,964.0,379381,Adult
Del Norte,2017,Male,805.4,0.0,0.0,271.82,533.57,80.0,0.0,0.0,27.0,53.0,9933,Adult
El Dorado,2017,Male,523.52,0.0,0.0,263.36,260.16,328.0,0.0,0.0,165.0,163.0,62653,Adult
Fresno,2017,Male,821.1,0.0,0.0,234.25,586.85,2650.0,0.0,0.0,756.0,1894.0,322739,Adult
Glenn,2017,Male,901.09,0.0,0.0,300.36,600.73,84.0,0.0,0.0,28.0,56.0,9322,Adult
Humboldt,2017,Male,683.4,0.0,0.0,196.77,486.63,323.0,0.0,0.0,93.0,230.0,47264,Adult
