Index,County,Year,Sex,Sentencing status,Offense_Category,Jail_ADP
1068,Modoc,2021,Male,Unsentenced,Felony,12
1069,Mono,2021,Male,Unsentenced,Felony,11
1070,Monterey,2021,Male,Unsentenced,Felony,0
1071,Napa,2021,Male,Unsentenced,Felony,116
1072,Nevada,2021,Male,Unsentenced,Felony,98
1073,Orange,2021,Male,Unsentenced,Felony,1586
1074,Placer,2021,Male,Unsentenced,Felony,268
1075,Plumas,2021,Male,Unsentenced,Felony,14
1076,Riverside,2021,Male,Unsentenced,Felony,2624
1077,Sacramento,2021,Male,Unsentenced,Felony,1990
1078,San Benito,2021,Male,Unsentenced,Felony,49
1079,San Bernardino,2021,Male,Unsentenced,Felony,2950
1080,San Diego,2021,Male,Unsentenced,Felony,2398
1081,San Francisco,2021,Male,Unsentenced,Felony,605
1082,San Joaquin,2021,Male,Unsentenced,Felony,843
1083,San Luis Obispo,2021,Male,Unsentenced,Felony,200
1084,San Mateo,2021,Male,Unsentenced,Felony,547
1085,Santa Barbara,2021,Male,Unsentenced,Felony,114
1086,Santa Clara,2021,Male,Unsentenced,Felony,1822
1087,Santa Cruz,2021,Male,Unsentenced,Felony,33
1088,Shasta,2021,Male,Unsentenced,Felony,192
1089,Sierra,2021,Male,Unsentenced,Felony,0
1090,Siskiyou,2021,Male,Unsentenced,Felony,65
1091,Solano,2021,Male,Unsentenced,Felony,391
1092,Sonoma,2021,Male,Unsentenced,Felony,379
1093,Stanislaus,2021,Male,Unsentenced,Felony,830
1094,Sutter,2021,Male,Unsentenced,Felony,91
1095,Tehama,2021,Male,Unsentenced,Felony,0
1096,Trinity,2021,Male,Unsentenced,Felony,43
1097,Tulare,2021,Male,Unsentenced,Felony,770
1098,Tuolumne,2021,Male,Unsentenced,Felony,58
1099,Ventura,2021,Male,Unsentenced,Felony,663
1100,Yolo,2021,Male,Unsentenced,Felony,196
1101,Yuba,2021,Male,Unsentenced,Felony,114
1102,Alameda,2022,Male,Unsentenced,Felony,1536
1103,Alpine,2022,Male,Unsentenced,Felony,0
1104,Amador,2022,Male,Unsentenced,Felony,59
1105,Butte,2022,Male,Unsentenced,Felony,296
1106,Calaveras,2022,Male,Unsentenced,Felony,51
1107,Colusa,2022,Male,Unsentenced,Felony,16
1108,Contra Costa,2022,Male,Unsentenced,Felony,619
1109,Del Norte,2022,Male,Unsentenced,Felony,33
1110,El Dorado,2022,Male,Unsentenced,Felony,131
1111,Fresno,2022,Male,Unsentenced,Felony,1941
1112,Glenn,2022,Male,Unsentenced,Felony,34
1113,Humboldt,2022,Male,Unsentenced,Felony,144
1114,Imperial,2022,Male,Unsentenced,Felony,133
1115,Inyo,2022,Male,Unsentenced,Felony,23
1116,Kern,2022,Male,Unsentenced,Felony,1187
1117,Kings,2022,Male,Unsentenced,Felony,271
1118,Lake,2022,Male,Unsentenced,Felony,87
1119,Lassen,2022,Male,Unsentenced,Felony,45
1120,Los Angeles,2022,Male,Unsentenced,Felony,7876
1121,Madera,2022,Male,Unsentenced,Felony,315
1122,Marin,2022,Male,Unsentenced,Felony,180
1123,Mariposa,2022,Male,Unsentenced,Felony,18
1124,Mendocino,2022,Male,Unsentenced,Felony,67
1125,Merced,2022,Male,Unsentenced,Felony,473
1126,Modoc,2022,Male,Unsentenced,Felony,6
1127,Mono,2022,Male,Unsentenced,Felony,11
1128,Monterey,2022,Male,Unsentenced,Felony,432
1129,Napa,2022,Male,Unsentenced,Felony,112
1130,Nevada,2022,Male,Unsentenced,Felony,93
1131,Orange,2022,Male,Unsentenced,Felony,1582
1132,Placer,2022,Male,Unsentenced,Felony,299
1133,Plumas,2022,Male,Unsentenced,Felony,20
1134,Riverside,2022,Male,Unsentenced,Felony,2904
1135,Sacramento,2022,Male,Unsentenced,Felony,1764
1136,San Benito,2022,Male,Unsentenced,Felony,71
1137,San Bernardino,2022,Male,Unsentenced,Felony,2612
1138,San Diego,2022,Male,Unsentenced,Felony,1897
1139,San Francisco,2022,Male,Unsentenced,Felony,2
1140,San Joaquin,2022,Male,Unsentenced,Felony,582
1141,San Luis Obispo,2022,Male,Unsentenced,Felony,822
1142,San Mateo,2022,Male,Unsentenced,Felony,196
1143,Santa Barbara,2022,Male,Unsentenced,Felony,589
1144,Santa Clara,2022,Male,Unsentenced,Felony,432
1145,Santa Cruz,2022,Male,Unsentenced,Felony,268
1146,Shasta,2022,Male,Unsentenced,Felony,256
1147,Sierra,2022,Male,Unsentenced,Felony,0
1148,Siskiyou,2022,Male,Unsentenced,Felony,90
1149,Solano,2022,Male,Unsentenced,Felony,354
1150,Sonoma,2022,Male,Unsentenced,Felony,374
1151,Stanislaus,2022,Male,Unsentenced,Felony,778
1152,Sutter,2022,Male,Unsentenced,Felony,62
1153,Tehama,2022,Male,Unsentenced,Felony,0
1154,Trinity,2022,Male,Unsentenced,Felony,37
1155,Tulare,2022,Male,Unsentenced,Felony,715
1156,Tuolumne,2022,Male,Unsentenced,Felony,61
1157,Ventura,2022,Male,Unsentenced,Felony,689
1158,Yolo,2022,Male,Unsentenced,Felony,147
1159,Yuba,2022,Male,Unsentenced,Felony,140
1160,Alameda,2023,Male,Unsentenced,Felony,1243
1161,Alpine,2023,Male,Unsentenced,Felony,0
1162,Amador,2023,Male,Unsentenced,Felony,46
1163,Butte,2023,Male,Unsentenced,Felony,257
1164,Calaveras,2023,Male,Unsentenced,Felony,53
1165,Colusa,2023,Male,Unsentenced,Felony,28
1166,Contra Costa,2023,Male,Unsentenced,Felony,584
1167,Del Norte,2023,Male,Unsentenced,Felony,39
1168,El Dorado,2023,Male,Unsentenced,Felony,213
1169,Fresno,2023,Male,Unsentenced,Felony,1853
1170,Glenn,2023,Male,Unsentenced,Felony,33
1171,Humboldt,2023,Male,Unsentenced,Felony,184
1172,Imperial,2023,Male,Unsentenced,Felony,144
1173,Inyo,2023,Male,Unsentenced,Felony,36
1174,Kern,2023,Male,Unsentenced,Felony,1171
1175,Kings,2023,Male,Unsentenced,Felony,216
1176,Lake,2023,Male,Unsentenced,Felony,91
1177,Lassen,2023,Male,Unsentenced,Felony,35
1178,Los Angeles,2023,Male,Unsentenced,Felony,7350
1179,Madera,2023,Male,Unsentenced,Felony,358
1180,Marin,2023,Male,Unsentenced,Felony,161
1181,Mariposa,2023,Male,Unsentenced,Felony,26
1182,Mendocino,2023,Male,Unsentenced,Felony,42
1183,Merced,2023,Male,Unsentenced,Felony,381
1184,Modoc,2023,Male,Unsentenced,Felony,9
1185,Mono,2023,Male,Unsentenced,Felony,8
1186,Monterey,2023,Male,Unsentenced,Felony,465
1187,Napa,2023,Male,Unsentenced,Felony,91
1188,Nevada,2023,Male,Unsentenced,Felony,117
1189,Orange,2023,Male,Unsentenced,Felony,1581
1190,Placer,2023,Male,Unsentenced,Felony,285
1191,Plumas,2023,Male,Unsentenced,Felony,17
1192,Riverside,2023,Male,Unsentenced,Felony,2818
1193,Sacramento,2023,Male,Unsentenced,Felony,1893
1194,San Benito,2023,Male,Unsentenced,Felony,56
1195,San Bernardino,2023,Male,Unsentenced,Felony,2288
1196,San Diego,2023,Male,Unsentenced,Felony,1952
1197,San Francisco,2023,Male,Unsentenced,Felony,772
1198,San Joaquin,2023,Male,Unsentenced,Felony,830
1199,San Luis Obispo,2023,Male,Unsentenced,Felony,213
1200,San Mateo,2023,Male,Unsentenced,Felony,594
1201,Santa Barbara,2023,Male,Unsentenced,Felony,403
1202,Santa Clara,2023,Male,Unsentenced,Felony,2252
1203,Santa Cruz,2023,Male,Unsentenced,Felony,24
1204,Shasta,2023,Male,Unsentenced,Felony,240
1205,Sierra,2023,Male,Unsentenced,Felony,0
1206,Siskiyou,2023,Male,Unsentenced,Felony,92
1207,Solano,2023,Male,Unsentenced,Felony,334
1208,Sonoma,2023,Male,Unsentenced,Felony,380
1209,Stanislaus,2023,Male,Unsentenced,Felony,795
1210,Sutter,2023,Male,Unsentenced,Felony,93
1211,Tehama,2023,Male,Unsentenced,Felony,0
1212,Trinity,2023,Male,Unsentenced,Felony,34
1213,Tulare,2023,Male,Unsentenced,Felony,637
1214,Tuolumne,2023,Male,Unsentenced,Felony,74
1215,Ventura,2023,Male,Unsentenced,Felony,625
1216,Yolo,2023,Male,Unsentenced,Felony,147
1217,Yuba,2023,Male,Unsentenced,Felony,172
1218,Alameda,2017,Male,Sentenced,Felony,323
1219,Alpine,2017,Male,Sentenced,Felony,0
1220,Amador,2017,Male,Sentenced,Felony,33
1221,Butte,2017,Male,Sentenced,Felony,158
1222,Calaveras,2017,Male,Sentenced,Felony,21
1223,Colusa,2017,Male,Sentenced,Felony,13
1224,Contra Costa,2017,Male,Sentenced,Felony,220
1225,Del Norte,2017,Male,Sentenced,Felony,17
1226,El Dorado,2017,Male,Sentenced,Felony,141
1227,Fresno,2017,Male,Sentenced,Felony,692
1228,Glenn,2017,Male,Sentenced,Felony,22
1229,Humboldt,2017,Male,Sentenced,Felony,84
1230,Imperial,2017,Male,Sentenced,Felony,181
1231,Inyo,2017,Male,Sentenced,Felony,16
1232,Kern,2017,Male,Sentenced,Felony,483
1233,Kings,2017,Male,Sentenced,Felony,49
1234,Lake,2017,Male,Sentenced,Felony,65
1235,Lassen,2017,Male,Sentenced,Felony,25
1236,Los Angeles,2017,Male,Sentenced,Felony,4776
1237,Madera,2017,Male,Sentenced,Felony,46
1238,Marin,2017,Male,Sentenced,Felony,40
1239,Mariposa,2017,Male,Sentenced,Felony,11
1240,Mendocino,2017,Male,Sentenced,Felony,31
1241,Merced,2017,Male,Sentenced,Felony,25
1242,Modoc,2017,Male,Sentenced,Felony,9
1243,Mono,2017,Male,Sentenced,Felony,8
1244,Monterey,2017,Male,Sentenced,Felony,262
1245,Napa,2017,Male,Sentenced,Felony,34
1246,Nevada,2017,Male,Sentenced,Felony,31
1247,Orange,2017,Male,Sentenced,Felony,1932
1248,Placer,2017,Male,Sentenced,Felony,127
1249,Plumas,2017,Male,Sentenced,Felony,4
1250,Riverside,2017,Male,Sentenced,Felony,931
1251,Sacramento,2017,Male,Sentenced,Felony,1025
1252,San Benito,2017,Male,Sentenced,Felony,24
1253,San Bernardino,2017,Male,Sentenced,Felony,896
1254,San Diego,2017,Male,Sentenced,Felony,2009
1255,San Francisco,2017,Male,Sentenced,Felony,116
1256,San Joaquin,2017,Male,Sentenced,Felony,158
1257,San Luis Obispo,2017,Male,Sentenced,Felony,208
1258,San Mateo,2017,Male,Sentenced,Felony,182
1259,Santa Barbara,2017,Male,Sentenced,Felony,0
1260,Santa Clara,2017,Male,Sentenced,Felony,168
1261,Santa Cruz,2017,Male,Sentenced,Felony,237
1262,Shasta,2017,Male,Sentenced,Felony,105
1263,Sierra,2017,Male,Sentenced,Felony,0
1264,Siskiyou,2017,Male,Sentenced,Felony,10
1265,Solano,2017,Male,Sentenced,Felony,183
1266,Sonoma,2017,Male,Sentenced,Felony,323
1267,Stanislaus,2017,Male,Sentenced,Felony,278
1268,Sutter,2017,Male,Sentenced,Felony,42
1269,Tehama,2017,Male,Sentenced,Felony,0
1270,Trinity,2017,Male,Sentenced,Felony,0
1271,Tulare,2017,Male,Sentenced,Felony,396
1272,Tuolumne,2017,Male,Sentenced,Felony,19
1273,Ventura,2017,Male,Sentenced,Felony,405
1274,Yolo,2017,Male,Sentenced,Felony,89
1275,Yuba,2017,Male,Sentenced,Felony,32
1276,Alameda,2018,Male,Sentenced,Felony,335
1277,Alpine,2018,Male,Sentenced,Felony,0
1278,Amador,2018,Male,Sentenced,Felony,33
1279,Butte,2018,Male,Sentenced,Felony,132
1280,Calaveras,2018,Male,Sentenced,Felony,18
1281,Colusa,2018,Male,Sentenced,Felony,12
1282,Contra Costa,2018,Male,Sentenced,Felony,215
1283,Del Norte,2018,Male,Sentenced,Felony,21
1284,El Dorado,2018,Male,Sentenced,Felony,116
1285,Fresno,2018,Male,Sentenced,Felony,675
1286,Glenn,2018,Male,Sentenced,Felony,16
1287,Humboldt,2018,Male,Sentenced,Felony,94
1288,Imperial,2018,Male,Sentenced,Felony,59
1289,Inyo,2018,Male,Sentenced,Felony,12
1290,Kern,2018,Male,Sentenced,Felony,283
1291,Kings,2018,Male,Sentenced,Felony,124
1292,Lake,2018,Male,Sentenced,Felony,86
1293,Lassen,2018,Male,Sentenced,Felony,54
1294,Los Angeles,2018,Male,Sentenced,Felony,4236
1295,Madera,2018,Male,Sentenced,Felony,53
1296,Marin,2018,Male,Sentenced,Felony,59
1297,Mariposa,2018,Male,Sentenced,Felony,9
1298,Mendocino,2018,Male,Sentenced,Felony,28
1299,Merced,2018,Male,Sentenced,Felony,13
1300,Modoc,2018,Male,Sentenced,Felony,11
1301,Mono,2018,Male,Sentenced,Felony,8
1302,Monterey,2018,Male,Sentenced,Felony,241
1303,Napa,2018,Male,Sentenced,Felony,67
1304,Nevada,2018,Male,Sentenced,Felony,32
1305,Orange,2018,Male,Sentenced,Felony,1968
1306,Placer,2018,Male,Sentenced,Felony,119
1307,Plumas,2018,Male,Sentenced,Felony,6
1308,Riverside,2018,Male,Sentenced,Felony,789
1309,Sacramento,2018,Male,Sentenced,Felony,1091
1310,San Benito,2018,Male,Sentenced,Felony,26
1311,San Bernardino,2018,Male,Sentenced,Felony,965
1312,San Diego,2018,Male,Sentenced,Felony,2070
1313,San Francisco,2018,Male,Sentenced,Felony,169
1314,San Joaquin,2018,Male,Sentenced,Felony,275
1315,San Luis Obispo,2018,Male,Sentenced,Felony,117
1316,San Mateo,2018,Male,Sentenced,Felony,234
1317,Santa Barbara,2018,Male,Sentenced,Felony,219
1318,Santa Clara,2018,Male,Sentenced,Felony,544
1319,Santa Cruz,2018,Male,Sentenced,Felony,18
1320,Shasta,2018,Male,Sentenced,Felony,82
1321,Sierra,2018,Male,Sentenced,Felony,0
1322,Siskiyou,2018,Male,Sentenced,Felony,11
1323,Solano,2018,Male,Sentenced,Felony,125
1324,Sonoma,2018,Male,Sentenced,Felony,259
1325,Stanislaus,2018,Male,Sentenced,Felony,217
1326,Sutter,2018,Male,Sentenced,Felony,49
1327,Tehama,2018,Male,Sentenced,Felony,0
1328,Trinity,2018,Male,Sentenced,Felony,5
1329,Tulare,2018,Male,Sentenced,Felony,357
1330,Tuolumne,2018,Male,Sentenced,Felony,21
1331,Ventura,2018,Male,Sentenced,Felony,0
1332,Yolo,2018,Male,Sentenced,Felony,75
1333,Yuba,2018,Male,Sentenced,Felony,41
1334,Alameda,2019,Male,Sentenced,Felony,352
1335,Alpine,2019,Male,Sentenced,Felony,0
1336,Amador,2019,Male,Sentenced,Felony,25
1337,Butte,2019,Male,Sentenced,Felony,135
1338,Calaveras,2019,Male,Sentenced,Felony,21
1339,Colusa,2019,Male,Sentenced,Felony,12
1340,Contra Costa,2019,Male,Sentenced,Felony,182
1341,Del Norte,2019,Male,Sentenced,Felony,26
1342,El Dorado,2019,Male,Sentenced,Felony,108
1343,Fresno,2019,Male,Sentenced,Felony,604
1344,Glenn,2019,Male,Sentenced,Felony,17
1345,Humboldt,2019,Male,Sentenced,Felony,78
1346,Imperial,2019,Male,Sentenced,Felony,126
1347,Inyo,2019,Male,Sentenced,Felony,14
1348,Kern,2019,Male,Sentenced,Felony,121
1349,Kings,2019,Male,Sentenced,Felony,100
1350,Lake,2019,Male,Sentenced,Felony,68
1351,Lassen,2019,Male,Sentenced,Felony,31
1352,Los Angeles,2019,Male,Sentenced,Felony,4739
1353,Madera,2019,Male,Sentenced,Felony,94
1354,Marin,2019,Male,Sentenced,Felony,36
1355,Mariposa,2019,Male,Sentenced,Felony,15
1356,Mendocino,2019,Male,Sentenced,Felony,33
1357,Merced,2019,Male,Sentenced,Felony,20
1358,Modoc,2019,Male,Sentenced,Felony,7
1359,Mono,2019,Male,Sentenced,Felony,5
1360,Monterey,2019,Male,Sentenced,Felony,227
1361,Napa,2019,Male,Sentenced,Felony,72
1362,Nevada,2019,Male,Sentenced,Felony,22
1363,Orange,2019,Male,Sentenced,Felony,1224
1364,Placer,2019,Male,Sentenced,Felony,107
1365,Plumas,2019,Male,Sentenced,Felony,10
1366,Riverside,2019,Male,Sentenced,Felony,848
1367,Sacramento,2019,Male,Sentenced,Felony,982
1368,San Benito,2019,Male,Sentenced,Felony,25
1369,San Bernardino,2019,Male,Sentenced,Felony,866
1370,San Diego,2019,Male,Sentenced,Felony,1720
1371,San Francisco,2019,Male,Sentenced,Felony,253
1372,San Joaquin,2019,Male,Sentenced,Felony,144
1373,San Luis Obispo,2019,Male,Sentenced,Felony,208
1374,San Mateo,2019,Male,Sentenced,Felony,149
1375,Santa Barbara,2019,Male,Sentenced,Felony,246
1376,Santa Clara,2019,Male,Sentenced,Felony,219
1377,Santa Cruz,2019,Male,Sentenced,Felony,80
1378,Shasta,2019,Male,Sentenced,Felony,69
1379,Sierra,2019,Male,Sentenced,Felony,0
1380,Siskiyou,2019,Male,Sentenced,Felony,13
1381,Solano,2019,Male,Sentenced,Felony,113
1382,Sonoma,2019,Male,Sentenced,Felony,244
1383,Stanislaus,2019,Male,Sentenced,Felony,221
1384,Sutter,2019,Male,Sentenced,Felony,64
1385,Tehama,2019,Male,Sentenced,Felony,0
1386,Trinity,2019,Male,Sentenced,Felony,3
1387,Tulare,2019,Male,Sentenced,Felony,381
1388,Tuolumne,2019,Male,Sentenced,Felony,27
1389,Ventura,2019,Male,Sentenced,Felony,387
1390,Yolo,2019,Male,Sentenced,Felony,60
1391,Yuba,2019,Male,Sentenced,Felony,44
1392,Alameda,2020,Male,Sentenced,Felony,120
1393,Alpine,2020,Male,Sentenced,Felony,0
1394,Amador,2020,Male,Sentenced,Felony,32
1395,Butte,2020,Male,Sentenced,Felony,106
1396,Calaveras,2020,Male,Sentenced,Felony,17
1397,Colusa,2020,Male,Sentenced,Felony,7
1398,Contra Costa,2020,Male,Sentenced,Felony,84
1399,Del Norte,2020,Male,Sentenced,Felony,13
1400,El Dorado,2020,Male,Sentenced,Felony,102
1401,Fresno,2020,Male,Sentenced,Felony,96
1402,Glenn,2020,Male,Sentenced,Felony,11
1403,Humboldt,2020,Male,Sentenced,Felony,20
1404,Imperial,2020,Male,Sentenced,Felony,86
1405,Inyo,2020,Male,Sentenced,Felony,7
1406,Kern,2020,Male,Sentenced,Felony,59
1407,Kings,2020,Male,Sentenced,Felony,86
1408,Lake,2020,Male,Sentenced,Felony,33
1409,Lassen,2020,Male,Sentenced,Felony,0
1410,Los Angeles,2020,Male,Sentenced,Felony,4764
1411,Madera,2020,Male,Sentenced,Felony,64
1412,Marin,2020,Male,Sentenced,Felony,18
1413,Mariposa,2020,Male,Sentenced,Felony,8
1414,Mendocino,2020,Male,Sentenced,Felony,0
1415,Merced,2020,Male,Sentenced,Felony,0
1416,Modoc,2020,Male,Sentenced,Felony,7
1417,Mono,2020,Male,Sentenced,Felony,6
1418,Monterey,2020,Male,Sentenced,Felony,239
1419,Napa,2020,Male,Sentenced,Felony,38
1420,Nevada,2020,Male,Sentenced,Felony,24
1421,Orange,2020,Male,Sentenced,Felony,779
1422,Placer,2020,Male,Sentenced,Felony,88
1423,Plumas,2020,Male,Sentenced,Felony,11
1424,Riverside,2020,Male,Sentenced,Felony,802
1425,Sacramento,2020,Male,Sentenced,Felony,856
1426,San Benito,2020,Male,Sentenced,Felony,18
1427,San Bernardino,2020,Male,Sentenced,Felony,581
1428,San Diego,2020,Male,Sentenced,Felony,976
1429,San Francisco,2020,Male,Sentenced,Felony,151
1430,San Joaquin,2020,Male,Sentenced,Felony,98
1431,San Luis Obispo,2020,Male,Sentenced,Felony,165
1432,San Mateo,2020,Male,Sentenced,Felony,94
1433,Santa Barbara,2020,Male,Sentenced,Felony,115
1434,Santa Clara,2020,Male,Sentenced,Felony,153
1435,Santa Cruz,2020,Male,Sentenced,Felony,39
1436,Shasta,2020,Male,Sentenced,Felony,43
1437,Sierra,2020,Male,Sentenced,Felony,0
1438,Siskiyou,2020,Male,Sentenced,Felony,1
1439,Solano,2020,Male,Sentenced,Felony,63
1440,Sonoma,2020,Male,Sentenced,Felony,170
1441,Stanislaus,2020,Male,Sentenced,Felony,167
1442,Sutter,2020,Male,Sentenced,Felony,25
1443,Tehama,2020,Male,Sentenced,Felony,0
1444,Trinity,2020,Male,Sentenced,Felony,8
1445,Tulare,2020,Male,Sentenced,Felony,286
1446,Tuolumne,2020,Male,Sentenced,Felony,19
1447,Ventura,2020,Male,Sentenced,Felony,424
1448,Yolo,2020,Male,Sentenced,Felony,46
1449,Yuba,2020,Male,Sentenced,Felony,36
1450,Alameda,2021,Male,Sentenced,Felony,115
1451,Alpine,2021,Male,Sentenced,Felony,0
1452,Amador,2021,Male,Sentenced,Felony,13
1453,Butte,2021,Male,Sentenced,Felony,125
1454,Calaveras,2021,Male,Sentenced,Felony,12
1455,Colusa,2021,Male,Sentenced,Felony,13
1456,Contra Costa,2021,Male,Sentenced,Felony,88
1457,Del Norte,2021,Male,Sentenced,Felony,0
1458,El Dorado,2021,Male,Sentenced,Felony,0
1459,Fresno,2021,Male,Sentenced,Felony,213
1460,Glenn,2021,Male,Sentenced,Felony,8
1461,Humboldt,2021,Male,Sentenced,Felony,25
1462,Imperial,2021,Male,Sentenced,Felony,87
1463,Inyo,2021,Male,Sentenced,Felony,7
1464,Kern,2021,Male,Sentenced,Felony,90
1465,Kings,2021,Male,Sentenced,Felony,59
1466,Lake,2021,Male,Sentenced,Felony,33
1467,Lassen,2021,Male,Sentenced,Felony,24
1468,Los Angeles,2021,Male,Sentenced,Felony,2937
1469,Madera,2021,Male,Sentenced,Felony,43
1470,Marin,2021,Male,Sentenced,Felony,24
1471,Mariposa,2021,Male,Sentenced,Felony,3
1472,Mendocino,2021,Male,Sentenced,Felony,0
1473,Merced,2021,Male,Sentenced,Felony,12
1474,Modoc,2021,Male,Sentenced,Felony,7
1475,Mono,2021,Male,Sentenced,Felony,4
1476,Monterey,2021,Male,Sentenced,Felony,0
1477,Napa,2021,Male,Sentenced,Felony,44
1478,Nevada,2021,Male,Sentenced,Felony,20
1479,Orange,2021,Male,Sentenced,Felony,732
1480,Placer,2021,Male,Sentenced,Felony,68
1481,Plumas,2021,Male,Sentenced,Felony,5
1482,Riverside,2021,Male,Sentenced,Felony,368
1483,Sacramento,2021,Male,Sentenced,Felony,854
1484,San Benito,2021,Male,Sentenced,Felony,11
1485,San Bernardino,2021,Male,Sentenced,Felony,434
1486,San Diego,2021,Male,Sentenced,Felony,1152
1487,San Francisco,2021,Male,Sentenced,Felony,107
1488,San Joaquin,2021,Male,Sentenced,Felony,162
1489,San Luis Obispo,2021,Male,Sentenced,Felony,96
1490,San Mateo,2021,Male,Sentenced,Felony,149
1491,Santa Barbara,2021,Male,Sentenced,Felony,42
1492,Santa Clara,2021,Male,Sentenced,Felony,196
1493,Santa Cruz,2021,Male,Sentenced,Felony,5
1494,Shasta,2021,Male,Sentenced,Felony,89
1495,Sierra,2021,Male,Sentenced,Felony,0
1496,Siskiyou,2021,Male,Sentenced,Felony,0
1497,Solano,2021,Male,Sentenced,Felony,49
1498,Sonoma,2021,Male,Sentenced,Felony,187
1499,Stanislaus,2021,Male,Sentenced,Felony,226
1500,Sutter,2021,Male,Sentenced,Felony,14
1501,Tehama,2021,Male,Sentenced,Felony,0
1502,Trinity,2021,Male,Sentenced,Felony,3
1503,Tulare,2021,Male,Sentenced,Felony,206
1504,Tuolumne,2021,Male,Sentenced,Felony,9
1505,Ventura,2021,Male,Sentenced,Felony,308
1506,Yolo,2021,Male,Sentenced,Felony,24
1507,Yuba,2021,Male,Sentenced,Felony,32
1508,Alameda,2022,Male,Sentenced,Felony,155
1509,Alpine,2022,Male,Sentenced,Felony,0
1510,Amador,2022,Male,Sentenced,Felony,12
1511,Butte,2022,Male,Sentenced,Felony,118
1512,Calaveras,2022,Male,Sentenced,Felony,10
1513,Colusa,2022,Male,Sentenced,Felony,23
1514,Contra Costa,2022,Male,Sentenced,Felony,99
1515,Del Norte,2022,Male,Sentenced,Felony,14
1516,El Dorado,2022,Male,Sentenced,Felony,82
1517,Fresno,2022,Male,Sentenced,Felony,328
1518,Glenn,2022,Male,Sentenced,Felony,10
1519,Humboldt,2022,Male,Sentenced,Felony,27
1520,Imperial,2022,Male,Sentenced,Felony,132
1521,Inyo,2022,Male,Sentenced,Felony,10
1522,Kern,2022,Male,Sentenced,Felony,206
1523,Kings,2022,Male,Sentenced,Felony,50
1524,Lake,2022,Male,Sentenced,Felony,40
1525,Lassen,2022,Male,Sentenced,Felony,12
1526,Los Angeles,2022,Male,Sentenced,Felony,3964
1527,Madera,2022,Male,Sentenced,Felony,10
1528,Marin,2022,Male,Sentenced,Felony,20
1529,Mariposa,2022,Male,Sentenced,Felony,10
1530,Mendocino,2022,Male,Sentenced,Felony,24
1531,Merced,2022,Male,Sentenced,Felony,0
1532,Modoc,2022,Male,Sentenced,Felony,5
1533,Mono,2022,Male,Sentenced,Felony,3
1534,Monterey,2022,Male,Sentenced,Felony,244
1535,Napa,2022,Male,Sentenced,Felony,54
1536,Nevada,2022,Male,Sentenced,Felony,21
1537,Orange,2022,Male,Sentenced,Felony,586
1538,Placer,2022,Male,Sentenced,Felony,75
1539,Plumas,2022,Male,Sentenced,Felony,12
1540,Riverside,2022,Male,Sentenced,Felony,376
1541,Sacramento,2022,Male,Sentenced,Felony,676
1542,San Benito,2022,Male,Sentenced,Felony,18
1543,San Bernardino,2022,Male,Sentenced,Felony,384
1544,San Diego,2022,Male,Sentenced,Felony,1060
1545,San Francisco,2022,Male,Sentenced,Felony,245
1546,San Joaquin,2022,Male,Sentenced,Felony,104
1547,San Luis Obispo,2022,Male,Sentenced,Felony,202
1548,San Mateo,2022,Male,Sentenced,Felony,115
1549,Santa Barbara,2022,Male,Sentenced,Felony,204
1550,Santa Clara,2022,Male,Sentenced,Felony,138
1551,Santa Cruz,2022,Male,Sentenced,Felony,26
1552,Shasta,2022,Male,Sentenced,Felony,73
1553,Sierra,2022,Male,Sentenced,Felony,0
1554,Siskiyou,2022,Male,Sentenced,Felony,0
1555,Solano,2022,Male,Sentenced,Felony,59
1556,Sonoma,2022,Male,Sentenced,Felony,155
1557,Stanislaus,2022,Male,Sentenced,Felony,309
1558,Sutter,2022,Male,Sentenced,Felony,5
1559,Tehama,2022,Male,Sentenced,Felony,0
1560,Trinity,2022,Male,Sentenced,Felony,0
1561,Tulare,2022,Male,Sentenced,Felony,250
1562,Tuolumne,2022,Male,Sentenced,Felony,24
1563,Ventura,2022,Male,Sentenced,Felony,297
1564,Yolo,2022,Male,Sentenced,Felony,29
1565,Yuba,2022,Male,Sentenced,Felony,38
1566,Alameda,2023,Male,Sentenced,Felony,113
1567,Alpine,2023,Male,Sentenced,Felony,0
1568,Amador,2023,Male,Sentenced,Felony,23
1569,Butte,2023,Male,Sentenced,Felony,140
1570,Calaveras,2023,Male,Sentenced,Felony,3
1571,Colusa,2023,Male,Sentenced,Felony,7
1572,Contra Costa,2023,Male,Sentenced,Felony,136
1573,Del Norte,2023,Male,Sentenced,Felony,17
1574,El Dorado,2023,Male,Sentenced,Felony,13
1575,Fresno,2023,Male,Sentenced,Felony,358
1576,Glenn,2023,Male,Sentenced,Felony,18
1577,Humboldt,2023,Male,Sentenced,Felony,45
1578,Imperial,2023,Male,Sentenced,Felony,127
1579,Inyo,2023,Male,Sentenced,Felony,1
1580,Kern,2023,Male,Sentenced,Felony,154
1581,Kings,2023,Male,Sentenced,Felony,63
1582,Lake,2023,Male,Sentenced,Felony,53
1583,Lassen,2023,Male,Sentenced,Felony,5
1584,Los Angeles,2023,Male,Sentenced,Felony,2466
1585,Madera,2023,Male,Sentenced,Felony,2
1586,Marin,2023,Male,Sentenced,Felony,22
1587,Mariposa,2023,Male,Sentenced,Felony,7
1588,Mendocino,2023,Male,Sentenced,Felony,20
